Age,Education,Marital_Status,Parental_Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount_Purchases,Total_Promo,NumWebVisitsMonth,cluster
49,4,1,0,0,28973,269,4857,59,206,0,46,3,2,12,5,1,5,2,0,8,1
53,4,1,1,1,39435,102,4560,16,71,0,18,0,0,13,3,1,2,1,0,7,1
42,1,1,0,0,65370,461,4565,1,71,22,112,120.5,81,29,2,3,13,1,0,1,2
47,0,0,1,1,20194,47,4792,64,0,4,7,11,10,15,2,0,3,2,0,6,1
50,4,0,1,2,42473,144,4365,72,93,1,21,0,4,25,2,1,4,3,0,5,1
58,2,1,0,0,64590,1338,4856,98,920,81,168,36,46,30,9,4,10,1,0,6,2
67,2,1,1,1,71232,917,4446,91,653,17,170,34,26,17,11,2,10,2,0,7,0
55,2,1,1,2,34600,318,4777,8,199,33,60,8,3,15,5,2,5,5,0,8,0
59,2,0,1,2,46904,253,4836,20,153,4,56,0,9,31,5,1,4,4,0,8,0
53,2,1,1,1,49094,502,4879,6,376,0,38,11,8,69,6,3,6,5,0,6,0
43,2,1,1,1,36075,119,4435,54,46,0,30,12,1,30,2,0,4,1,0,6,1
47,1,1,1,2,60839,1250,4903,72,600,21,128,120.5,81,126.5,2,2,12,13,0,8,0
47,2,1,1,1,77298,969,4472,46,425,81,292,23,35,79,6,6,11,1,0,3,2
76,2,1,1,2,34026,76,4561,11,18,6,15,12,8,17,2,1,3,3,0,5,1
63,4,0,1,2,48918,62,4311,21,52,0,9,0,0,1,1,0,4,2,0,4,1
64,1,1,0,0,82122,1382,4551,89,734,22,350,120.5,25,100,3,9,13,1,1,1,2
50,2,0,1,1,37697,84,4375,82,34,6,21,11,4,8,2,1,3,1,0,6,1
74,2,1,1,2,34074,255,4584,69,135,1,41,10,1,67,3,3,3,5,1,6,0
66,3,1,1,2,28520,43,4613,55,11,0,10,0,2,20,1,1,2,1,0,6,1
71,2,0,1,1,62535,398,4502,13,163,48,90,0,45,52,3,2,8,1,0,3,0
49,3,0,1,1,36273,76,4307,80,29,3,30,3,2,9,3,0,3,2,0,6,1
62,2,1,1,2,63404,902,4256,97,734,26,70,11,44,17,6,3,4,2,1,4,0
45,1,1,1,1,75774,823,4291,27,340,21,134,120.5,14,56,7,5,8,1,0,4,2
50,2,1,1,1,78416,1179,4235,99,453,38,279,120.5,38,126.5,7,7,10,2,0,3,2
52,2,1,1,1,75702,1921,4856,87,1073,0,556,120.5,37,37,10,5,13,1,1,6,0
75,3,1,1,2,59385,185,4660,85,135,0,10,0,4,36,3,1,4,2,0,5,1
60,2,0,1,2,37070,433,4699,30,231,7,137,4,15,39,5,1,8,9,0,7,0
75,2,1,1,2,44689,34,4403,82,18,0,5,0,0,11,1,1,2,2,1,7,1
68,2,1,1,1,53977,907,4619,21,620,16,165,0,24,82,5,5,12,5,0,5,0
60,4,0,1,2,7144,416,4437,92,81,4,33,5,2,126.5,23,1,1,0,0,0,0
62,2,0,1,2,18701,44,4623,95,12,4,2,10,6,10,2,0,4,4,0,5,1
70,2,1,0,0,90369,1588,4295,2,292,51,556,120.5,23,17,4,6,6,1,0,1,2
52,4,0,0,0,63159,1797,4834,74,965,34,556,89,81,37,3,5,8,1,1,3,2
60,2,1,1,2,37758,40,4866,49,27,2,10,0,0,1,1,0,3,2,0,8,1
63,4,0,1,1,46757,1143,4823,71,777,30,163,0,51,122,4,4,7,6,0,9,0
57,3,1,0,0,79734,914,4234,72,572,8,232,23,62,17,4,3,6,1,1,1,2
34,2,1,0,0,63207,1502,4758,68,438,81,556,91,81,70,2,3,6,1,1,7,2
72,2,0,1,1,72071,1338,4733,4,531,69,300,120.5,81,126.5,5,4,8,3,0,2,2
43,4,1,1,1,21840,27,4576,80,17,0,9,0,0,1,1,0,3,1,0,9,1
44,1,1,1,1,58582,763,4507,15,402,35,106,101,77,42,9,2,9,2,1,5,0
75,2,0,0,0,72282,1331,4578,70,503,27,419,90,81,126.5,5,7,9,1,0,7,2
70,2,1,1,2,50387,525,4535,91,369,9,87,12,14,34,6,2,8,3,0,5,0
65,4,1,1,2,32583,9,4247,10,5,0,3,0,0,1,1,0,2,1,0,7,1
64,2,1,1,1,62568,953,4316,99,362,17,398,80,35,61,5,3,5,3,1,4,0
55,3,0,1,2,44635,68,4494,25,56,0,9,0,0,3,2,0,3,2,0,7,1
55,3,0,1,2,33316,131,4501,34,79,1,31,4,4,12,2,1,4,3,0,6,1
58,2,1,1,1,63967,882,4557,57,387,81,141,73,35,126.5,4,4,12,3,0,2,2
48,1,1,0,0,52513,1149,4896,84,367,17,241,104,81,126.5,9,5,9,2,0,7,2
57,2,1,1,1,25293,37,4520,51,15,0,11,0,2,9,1,1,2,1,0,8,1
61,4,0,1,1,54111,388,4541,97,267,6,54,8,3,50,5,2,6,2,0,5,0
40,2,1,0,0,78394,1428,4732,13,298,27,556,120.5,24,126.5,4,6,5,1,0,2,2
68,3,1,0,0,80739,1633,4635,92,674,81,556,39,0,92,3,11,9,1,0,1,2
51,3,1,1,1,22669,173,4636,30,16,14,36,37,22,48,4,1,2,3,0,9,1
39,2,0,1,1,29236,99,4497,30,37,4,24,16,9,9,4,0,3,2,0,9,1
67,2,1,1,1,44911,215,4704,11,159,0,22,2,1,31,4,1,4,3,0,7,1
64,4,1,1,1,54693,929,4730,72,686,17,142,23,26,35,6,4,13,8,0,6,0
52,2,1,1,1,48186,219,4334,39,97,3,66,12,7,34,4,1,4,3,0,7,1
49,2,1,1,2,54809,174,4524,0,63,6,57,13,13,22,2,1,5,4,0,4,1
48,2,1,1,2,41580,92,4799,15,56,5,24,4,0,3,2,1,3,3,0,5,1
56,4,1,0,0,80336,1052,4526,12,209,19,456,120.5,81,66,2,9,13,1,0,1,2
69,2,1,1,1,47743,275,4697,56,198,2,43,0,12,20,4,1,6,3,1,6,0
71,1,1,1,1,62972,587,4928,39,313,15,47,20,0,126.5,7,4,3,2,0,6,0
72,4,0,1,1,57333,1662,4878,55,941,14,397,76,58,126.5,8,5,9,11,0,6,0
44,4,1,1,1,32313,159,4736,60,86,4,56,2,4,7,4,0,4,3,0,9,1
73,3,0,0,0,84953,1024,4624,73,167,48,556,63,72,72,3,10,4,1,3,2,2
58,3,0,1,1,27071,35,4300,90,8,3,19,0,2,3,2,0,3,2,0,6,1
69,3,1,0,0,68148,1042,4535,86,389,66,408,37,57,85,4,4,6,1,0,2,2
61,3,1,1,2,65735,395,4437,37,239,7,119,4,15,11,6,2,6,5,0,7,0
51,4,1,0,0,86836,557,4888,7,179,21,273,0,21,63,6,10,6,1,3,5,2
63,4,1,1,2,4023,9,4239,29,5,0,1,1,1,1,0,0,0,15,0,19,1
36,2,1,0,0,30093,69,4589,19,2,6,28,13,4,16,2,0,3,1,0,7,1
60,4,1,1,1,57705,486,4402,14,383,0,53,6,4,40,8,1,6,3,0,6,0
38,2,0,1,1,25008,34,4380,72,2,8,8,6,1,9,1,0,3,2,0,8,1
31,1,0,0,0,83257,1365,4882,56,536,27,556,38,81,67,5,10,12,1,2,6,2
51,2,1,1,1,22280,13,4639,85,2,1,4,3,1,2,1,0,2,1,0,8,1
48,4,1,0,0,72159,1401,4841,62,322,53,556,34,40,53,4,6,10,1,0,2,2
65,2,1,0,0,64260,1574,4767,1,539,81,556,20,0,30,4,5,4,1,0,3,2
42,4,0,0,0,82733,1323,4525,28,712,50,420,65,38,38,8,4,7,1,0,4,2
55,3,0,1,1,74290,1217,4554,70,1121,0,72,0,12,12,10,8,10,4,2,6,0
75,3,0,1,3,58217,103,4822,84,68,1,13,3,5,13,2,0,4,1,0,6,1
50,3,1,0,0,21024,84,4593,89,36,4,18,6,2,18,2,0,4,1,0,7,1
54,4,1,0,0,70116,1536,4752,73,707,44,556,95,58,29,2,8,12,1,0,1,2
41,2,1,1,1,54006,581,4882,42,174,77,203,6,24,97,8,1,7,2,0,7,0
60,4,1,1,1,69063,928,4832,16,666,35,124,69,8,26,5,3,5,1,0,3,0
51,1,0,0,0,11448,14,4429,16,0,0,0,6,2,6,1,0,2,1,0,6,1
47,2,0,1,1,61825,424,4559,56,162,50,100,55,30,27,4,2,8,1,0,4,0
55,2,1,1,1,70886,960,4491,65,407,70,239,103,81,53,5,4,4,1,0,2,2
44,2,1,0,0,69109,1555,4830,10,823,25,459,120.5,29,95,6,6,7,1,1,4,2
53,2,0,1,2,60208,656,4863,13,488,23,71,15,0,59,8,3,7,11,1,7,0
58,3,1,1,2,32889,55,4529,78,28,0,13,4,2,8,2,1,3,3,0,5,1
42,2,0,1,1,34738,20,4282,51,3,2,10,3,0,2,1,0,3,1,0,6,1
55,3,1,1,1,30538,367,4869,27,284,0,52,8,3,20,9,0,4,4,0,10,0
49,1,1,0,0,82326,2257,4344,30,938,81,556,120.5,81,126.5,5,10,6,1,3,2,2
59,4,0,1,1,26642,42,4353,71,13,2,15,2,2,8,2,0,3,2,0,6,1
62,2,0,1,1,69932,1049,4615,97,412,81,153,120.5,81,57,7,6,11,2,0,4,2
54,2,0,1,2,44503,48,4307,83,31,1,8,0,0,8,2,0,3,2,0,6,1
78,4,0,1,1,60200,685,4776,3,502,19,132,0,6,26,6,2,11,6,0,6,0
74,2,0,1,1,49638,39,4304,71,18,10,3,3,5,0,1,0,3,1,0,2,1
39,1,0,0,0,23830,43,4375,3,1,8,6,4,8,16,1,0,3,1,0,7,1
67,3,0,0,0,33051,835,4915,15,100,71,243,108,81,126.5,9,1,8,3,0,9,0
68,2,1,0,0,72905,1515,4392,52,407,81,445,120.5,81,126.5,3,7,9,1,1,1,2
75,4,1,1,1,69702,1039,4728,8,664,9,240,50,19,57,7,7,10,2,0,4,0
51,2,0,1,1,70300,1596,4582,89,1045,61,338,60,46,46,5,5,13,3,0,8,0
42,4,1,0,0,70643,1828,4855,66,1218,81,304,23,81,33,5,8,4,1,0,6,2
57,4,1,1,1,30396,34,4293,22,15,0,6,0,1,12,1,1,2,2,1,7,1
58,4,0,1,1,50616,149,4305,56,128,0,16,0,1,4,4,0,4,2,0,7,1
57,3,0,1,1,62772,946,4639,74,581,49,157,43,8,108,5,6,11,1,1,2,2
41,4,0,0,0,30298,28,4274,48,6,3,12,6,1,0,1,1,3,1,0,3,1
42,2,0,1,1,52413,450,4836,67,185,8,133,56,56,12,7,1,7,2,0,7,0
69,4,1,1,2,44155,46,4394,24,22,1,9,0,0,14,1,1,2,1,0,4,1
55,4,0,0,0,86979,1702,4467,67,584,81,556,65,81,35,5,5,5,1,1,2,2
51,2,1,1,2,76532,820,4526,38,355,30,177,90,81,30,9,5,7,4,0,5,0
44,2,1,1,1,42081,382,4721,86,175,10,110,54,6,27,6,3,4,2,1,6,0
38,4,1,0,0,67546,2126,4900,90,864,81,556,120.5,38,126.5,4,10,5,1,0,3,2
37,3,1,0,0,88420,2069,4291,87,957,81,556,99,81,126.5,4,7,8,1,3,1,2
41,2,1,1,1,31158,72,4751,62,25,6,16,20,0,5,2,0,3,2,0,8,1
58,2,0,1,1,61671,732,4259,23,641,7,56,0,0,28,10,4,6,8,2,8,0
52,2,0,0,0,69719,801,4267,99,273,81,208,120.5,14,43,2,3,5,1,0,1,2
77,2,0,1,1,49160,236,4485,29,122,21,43,25,10,15,3,1,6,2,0,6,0
48,0,1,1,1,24882,80,4891,52,1,4,10,29,0,36,1,1,2,1,1,6,1
72,4,0,0,0,90933,1685,4323,90,1020,31,430,62,63,79,4,6,4,1,1,1,2
81,4,0,0,0,113734,277,4265,9,6,2,3,1,81,3,27,0,0,0,0,1,0
76,4,1,1,1,59292,507,4614,71,378,14,68,19,14,14,3,5,8,2,0,3,0
62,4,1,1,2,45759,68,4724,13,42,1,18,3,0,4,2,0,3,2,0,7,1
43,2,0,0,0,22148,49,4310,16,15,5,14,0,4,11,1,0,3,1,0,7,1
39,3,1,0,0,73395,397,4336,94,272,7,80,20,7,11,4,4,6,1,0,2,2
55,2,0,1,1,29819,39,4481,77,9,1,24,2,1,2,3,0,3,3,0,6,1
58,2,1,1,1,45688,306,4388,20,279,0,18,0,0,9,3,1,8,2,1,4,1
72,2,1,0,0,62820,976,4647,51,398,61,265,120.5,61,53,3,4,6,1,0,1,2
55,4,1,1,1,60491,1028,4529,81,637,47,237,12,19,76,6,11,7,4,0,5,0
40,2,1,1,1,33235,70,4377,71,45,0,16,2,1,6,3,0,3,1,0,7,1
67,2,1,0,0,35701,46,4700,36,21,1,9,7,3,5,1,0,3,1,0,6,1
46,3,1,1,1,31535,51,4509,95,15,4,13,0,0,19,1,1,2,1,1,7,1
66,1,1,0,0,92556,1263,4303,32,493,81,352,120.5,23,28,3,5,13,0,0,0,2
56,2,0,1,1,67384,1490,4829,32,957,40,175,120.5,53,107,7,8,5,2,1,5,2
55,3,1,0,0,80573,1564,4856,85,829,81,430,60,81,15,4,6,13,1,0,2,2
59,2,1,1,1,77870,1815,4909,93,1017,50,500,65,50,126.5,5,5,5,3,2,8,0
63,4,0,1,1,52278,1198,4753,24,953,0,71,0,0,126.5,10,5,10,6,0,8,0
58,2,0,1,1,57107,416,4907,44,159,0,120,0,0,126.5,4,4,8,7,2,8,0
36,2,1,0,0,18929,85,4731,15,32,0,8,23,4,18,1,0,4,1,0,6,1
45,4,0,1,1,36038,47,4627,82,23,0,15,0,2,7,3,0,3,2,0,6,1
50,2,0,0,0,20180,137,4727,27,18,42,24,15,20,18,2,1,4,1,0,7,1
61,4,1,1,2,34230,21,4783,72,15,0,4,0,0,2,1,0,2,1,0,7,1
49,1,0,1,1,31878,70,4240,7,23,4,5,10,5,23,1,0,4,1,0,3,1
54,1,1,1,1,70932,909,4394,57,200,81,100,46,81,126.5,6,2,12,2,0,3,2
70,2,0,0,0,91249,1676,4850,84,1225,27,119,71,81,27,7,9,6,0,4,4,2
83,3,0,0,0,77598,1735,4504,53,1193,33,281,120.5,66,33,7,5,13,1,1,3,2
67,2,0,1,2,80982,1191,4770,48,505,81,401,104,22,22,11,5,11,3,0,5,0
49,3,1,1,1,22701,24,4530,2,2,4,9,0,4,5,1,0,3,1,0,5,1
57,4,1,1,1,55212,1182,4816,65,1103,0,45,0,0,34,4,2,11,3,2,8,0
56,2,1,0,0,70617,1280,4604,45,353,61,556,40,46,27,3,3,7,1,0,2,2
69,2,0,0,0,64849,1336,4826,42,652,48,350,94,81,108,9,3,6,1,0,5,2
61,3,1,1,2,62694,749,4610,29,379,6,157,25,81,91,9,3,7,5,0,7,0
52,4,1,1,2,61917,91,4454,83,46,4,36,2,2,1,2,0,4,1,0,5,1
79,4,1,1,1,67472,414,4507,93,162,31,127,8,17,69,4,2,7,2,0,3,0
44,3,1,1,1,21059,44,4406,40,8,3,19,3,3,8,3,0,3,3,0,6,1
58,3,1,1,2,29543,63,4322,47,17,3,18,3,4,18,3,1,2,2,0,7,1
75,2,1,1,1,75903,901,4680,50,340,81,185,120.5,38,100,6,6,9,2,0,3,2
51,1,1,1,2,34984,38,4894,40,8,4,15,3,5,3,1,0,3,2,0,7,1
70,4,0,1,1,54998,455,4709,3,154,22,202,39,30,8,4,2,9,5,0,4,0
77,4,0,1,1,54356,775,4820,62,710,15,30,20,0,0,11,2,8,3,0,8,0
67,3,1,1,1,34242,15,4331,25,8,2,4,0,0,1,0,0,3,1,0,5,1
53,2,1,1,1,25410,38,4535,48,2,2,4,13,13,4,1,0,4,1,0,4,1
42,4,1,0,0,73356,1512,4376,56,1050,14,322,0,14,112,5,11,5,1,3,2,2
76,2,1,1,1,28320,43,4764,68,19,1,14,3,2,4,1,0,3,1,0,8,1
49,2,0,1,1,23763,42,4924,64,22,0,6,6,2,6,1,0,3,1,0,7,1
42,2,1,0,0,72570,1089,4298,67,274,81,216,120.5,81,126.5,4,6,12,1,0,1,2
50,3,1,1,1,34529,162,4886,94,68,6,38,3,6,41,2,2,3,2,0,7,1
75,2,0,0,0,70792,1272,4741,82,344,45,556,104,11,114,3,4,10,2,0,3,2
44,2,1,0,0,63211,1173,4837,3,145,81,459,120.5,26,126.5,3,8,7,2,0,2,2
52,3,1,1,1,83891,816,4242,24,217,38,350,111,81,15,4,7,10,1,0,1,2
58,2,0,1,2,36065,74,4688,54,18,7,34,10,2,3,3,0,3,3,0,8,1
72,2,1,1,1,39898,134,4735,20,69,8,26,12,7,12,3,0,4,2,0,7,1
86,4,0,0,0,51141,157,4589,96,144,0,7,0,0,6,3,1,4,1,0,5,1
50,2,1,1,1,56939,561,4517,19,256,34,103,90,29,49,3,3,10,2,0,3,0
75,2,0,0,0,80872,1336,4281,60,483,72,556,94,12,108,4,4,10,1,0,1,2
50,4,1,0,0,72335,2092,4918,2,1225,81,556,28,21,0,10,4,8,1,0,8,2
62,4,0,0,0,61798,463,4451,13,338,4,89,11,8,13,4,2,9,1,0,4,2
76,4,0,0,0,76842,1130,4290,37,605,10,345,84,54,32,1,8,7,1,0,0,2
50,2,1,1,1,29478,20,4396,59,8,0,7,3,1,1,1,0,3,1,0,6,1
70,2,0,1,1,46998,377,4848,55,172,41,86,45,6,27,5,3,5,5,1,7,0
36,2,0,0,0,96843,1544,4665,60,448,71,556,40,17,17,6,11,10,1,1,2,2
76,4,0,1,2,56551,138,4286,48,67,4,32,17,2,16,2,1,4,3,0,4,1
61,3,1,1,1,70053,1012,4594,38,512,53,98,81,81,89,8,5,10,3,0,5,0
64,4,0,0,0,71670,1766,4588,8,1225,16,128,0,0,126.5,5,3,6,1,3,6,2
48,2,1,1,2,44359,45,4245,19,20,0,14,7,3,1,2,0,4,3,0,3,1
74,2,0,1,2,40887,161,4652,32,50,4,44,10,10,43,3,1,3,3,0,9,1
60,2,0,1,1,48877,144,4408,27,102,1,15,2,0,24,3,0,4,1,0,7,1
79,2,1,0,0,74485,1734,4542,58,499,81,556,120.5,49,49,6,7,12,1,0,3,2
54,2,1,1,1,64474,823,4483,59,381,35,172,56,81,93,8,2,10,2,0,5,0
63,2,1,1,1,77226,1138,4354,29,631,43,239,120.5,76,21,6,8,12,2,0,3,2
77,2,0,0,0,72643,1429,4720,60,526,80,553,120.5,81,53,3,10,7,1,1,2,2
48,3,1,0,0,85738,1371,4390,41,913,26,376,17,26,13,3,6,11,1,2,1,2
60,2,0,1,1,55686,982,4733,27,673,0,199,37,47,26,6,3,5,2,1,4,0
43,2,0,1,1,39062,44,4329,28,23,0,9,0,0,12,1,0,3,1,1,4,1
55,2,1,1,2,34600,318,4777,8,199,33,60,8,3,15,5,2,5,5,0,8,0
51,2,1,1,1,40794,434,4681,18,261,23,73,4,23,50,6,3,5,2,0,7,0
55,1,1,1,2,54690,198,4467,76,111,16,37,7,9,18,3,1,5,3,0,3,1
57,2,1,1,1,4428,359,4500,0,16,4,12,2,4,126.5,25,0,0,0,0,1,0
63,1,1,0,0,32632,576,4929,32,63,81,137,120.5,19,53,4,4,8,2,0,5,2
58,4,0,1,2,38236,88,4515,2,58,0,18,2,0,10,3,0,4,4,0,7,1
47,2,1,1,1,36781,63,4313,16,29,1,17,0,3,13,2,1,2,1,0,8,1
42,3,0,1,1,31385,27,4804,56,3,2,12,0,1,9,1,0,2,1,1,8,1
42,2,1,1,1,24570,193,4720,97,28,34,62,11,14,44,4,0,4,3,0,9,1
52,4,0,1,1,25509,101,4882,15,40,3,30,10,7,11,3,0,3,3,0,9,1
75,2,1,0,0,94642,2211,4370,35,879,81,556,106,81,126.5,5,7,9,0,2,1,2
64,3,1,1,1,58646,140,4617,3,62,1,44,6,5,22,2,1,4,1,0,4,1
51,2,0,1,2,53201,415,4735,49,280,7,81,20,0,27,6,3,5,8,0,7,0
69,2,1,1,1,21994,22,4785,4,9,0,6,3,1,3,0,0,3,1,0,5,1
48,2,1,1,2,57113,263,4741,45,182,4,33,0,2,42,4,1,5,6,0,7,0
35,2,1,0,0,51373,393,4605,37,83,2,101,64,26,117,3,5,3,1,0,4,2
40,2,1,1,1,23477,147,4484,39,38,15,54,3,8,29,3,0,4,3,0,8,1
70,2,1,1,1,58116,443,4310,38,228,19,130,4,11,51,3,3,8,2,0,2,0
63,4,0,0,0,72968,1958,4428,8,1092,37,556,120.5,37,55,5,5,8,1,1,3,2
55,3,1,1,1,39791,174,4691,89,85,15,27,13,13,21,3,1,4,2,0,7,1
79,3,0,0,0,91712,2217,4488,47,1225,24,556,94,29,48,9,7,11,0,1,3,2
68,2,0,1,1,94472,1691,4320,75,1017,33,417,108,81,16,5,5,5,1,2,5,2
66,2,1,1,2,13672,25,4671,86,6,2,9,2,1,5,1,0,3,2,0,8,1
46,1,1,0,0,96547,809,4270,4,448,21,125,52,81,62,7,6,8,0,3,2,2
51,2,1,0,0,79205,895,4902,73,504,23,117,120.5,28,44,6,5,4,1,1,4,2
51,4,1,1,1,56559,484,4784,46,226,22,133,41,31,31,4,3,8,3,0,4,0
53,4,1,1,1,32644,413,4762,38,239,3,141,0,7,23,7,1,6,4,1,8,0
46,1,0,1,1,67506,331,4411,73,90,38,67,33,36,67,4,1,6,1,0,3,0
56,2,0,1,1,24206,25,4711,66,7,2,8,3,2,3,1,0,3,1,0,6,1
59,4,0,1,1,28420,13,4420,36,4,2,5,2,0,0,1,0,2,1,0,6,1
56,2,1,1,1,22979,115,4894,29,16,17,19,20,21,22,3,2,2,3,0,8,1
60,2,0,0,0,33279,16,4250,29,10,3,3,0,0,0,0,0,3,1,0,3,1
54,3,0,1,2,46423,92,4517,6,68,0,16,0,0,8,2,0,4,3,0,7,1
49,2,1,1,1,30368,52,4467,97,35,0,13,2,0,2,2,0,3,2,0,8,1
56,2,1,1,1,63684,1464,4813,61,575,80,428,120.5,81,80,8,4,8,3,0,5,0
62,2,0,1,1,41638,441,4734,68,315,0,31,4,0,91,5,5,3,4,1,8,0
67,4,0,1,1,68805,283,4518,73,182,2,49,17,13,20,3,1,7,1,0,2,0
60,4,1,1,1,65814,747,4352,90,561,14,113,10,14,35,8,2,10,3,0,5,0
68,2,0,0,0,71964,1870,4638,81,587,51,556,120.5,34,86,5,6,5,1,0,3,2
40,2,0,1,1,39146,165,4733,1,94,1,33,13,12,12,4,0,4,3,0,8,1
49,2,1,0,0,96876,1941,4560,79,908,43,556,40,81,21,7,7,9,1,3,2,2
45,0,1,0,0,34445,839,4751,92,228,81,122,120.5,81,30,11,2,8,6,0,9,0
68,2,0,0,0,68281,1655,4924,31,995,81,417,42,48,41,2,9,13,1,0,5,2
51,1,1,1,2,37284,23,4690,46,11,1,2,2,1,6,0,0,3,1,0,6,1
43,2,1,0,0,36790,66,4718,14,3,3,14,15,21,10,2,1,2,1,0,9,1
59,2,1,1,2,27943,37,4673,89,12,1,16,4,1,3,2,0,3,3,0,8,1
75,2,0,1,2,22263,21,4324,31,17,0,2,0,0,2,1,0,3,2,0,6,1
54,2,1,1,3,30261,22,4875,75,8,0,5,0,3,6,0,0,3,1,0,8,1
48,2,1,1,1,28587,78,4370,42,22,4,17,12,10,13,2,0,4,3,0,6,1
44,3,1,1,1,43815,79,4683,53,14,10,29,4,7,15,2,0,3,1,0,6,1
70,2,1,1,2,48195,265,4392,53,106,27,68,52,7,5,4,2,5,6,0,6,0
74,3,1,1,1,77027,1175,4377,23,820,57,242,45,0,11,8,3,6,2,0,4,0
61,4,1,1,1,71322,1305,4731,57,753,43,226,69,10,126.5,8,5,13,2,0,4,0
47,3,1,1,1,32765,46,4359,49,13,3,17,7,3,3,2,0,4,2,0,5,1
61,2,1,1,2,29672,25,4707,6,9,1,3,0,4,8,0,0,3,1,0,6,1
73,2,0,0,0,23272,46,4488,29,19,3,6,4,2,12,1,0,3,1,0,4,1
77,3,1,1,1,49912,874,4893,5,520,8,223,32,49,42,10,5,7,4,1,8,0
41,1,1,1,1,7500,100,4930,98,5,17,17,13,14,34,2,1,3,4,0,9,1
79,4,0,1,1,68117,930,4709,80,618,44,215,0,17,36,11,8,4,2,1,6,0
71,2,1,1,1,67225,868,4448,4,315,35,322,46,7,126.5,7,2,11,3,0,5,0
50,2,1,1,1,17649,45,4462,70,15,1,23,0,5,1,3,0,3,3,0,8,1
51,2,1,1,1,55914,1260,4659,32,384,60,364,119,81,126.5,11,6,8,4,0,7,0
42,2,1,1,1,40059,414,4507,82,110,29,92,28,10,126.5,6,2,3,1,1,8,0
76,2,1,1,1,60905,392,4439,27,208,17,76,36,17,38,3,3,7,2,0,2,0
49,2,1,1,2,75330,1109,4866,94,555,81,257,93,61,61,10,3,12,4,0,6,0
75,2,0,1,1,60689,639,4626,23,240,81,216,63,6,24,4,4,10,4,0,3,0
42,2,1,1,1,38680,79,4691,97,11,0,36,15,5,12,2,0,3,1,0,7,1
44,2,1,0,0,61416,1665,4739,25,848,81,323,120.5,61,78,10,3,10,1,1,6,2
35,2,0,0,0,49767,692,4656,92,202,47,197,55,42,126.5,5,4,8,1,0,4,2
56,2,0,1,3,83273,1392,4875,98,433,81,556,16,81,102,4,6,9,10,0,7,0
45,2,1,1,1,29009,44,4445,19,6,6,15,10,5,2,2,0,3,2,0,6,1
47,3,1,1,1,45057,50,4443,80,37,0,7,3,0,3,2,0,3,1,0,5,1
55,2,1,1,1,37150,467,4889,80,167,37,64,49,34,116,4,3,6,8,0,7,0
56,2,0,1,1,43020,223,4444,79,45,7,99,4,25,43,4,1,4,3,0,6,0
67,2,1,1,1,53154,158,4253,50,129,0,21,0,1,7,3,1,4,1,0,4,1
53,2,1,0,0,65308,1211,4524,60,713,0,264,120,80,34,7,8,12,1,2,4,2
56,2,0,1,1,76467,1575,4914,44,676,81,426,120.5,44,58,2,5,5,2,0,6,2
79,1,1,0,0,81044,1208,4417,0,450,26,535,73,81,26,5,6,10,1,0,1,2
75,2,1,1,2,32871,43,4710,28,22,2,12,0,2,5,1,0,3,1,0,4,1
51,2,0,1,2,55801,527,4513,35,367,4,51,6,4,95,7,2,6,6,1,7,0
67,2,0,1,1,76320,932,4240,49,526,35,214,69,53,35,6,3,4,2,0,2,2
71,3,0,1,2,36927,71,4260,46,51,0,16,0,0,4,3,0,3,2,0,8,1
73,2,1,1,2,48794,54,4236,97,25,0,11,3,0,15,1,0,3,1,0,4,1
61,2,0,0,0,23478,129,4700,51,28,6,27,12,17,39,3,0,3,1,0,8,1
53,2,0,1,1,71128,1615,4864,80,958,81,447,20,0,31,2,10,12,3,0,7,0
50,4,0,1,1,70179,1034,4576,10,532,81,168,69,44,126.5,7,3,13,3,0,5,0
76,2,1,1,1,59462,1088,4773,29,724,17,143,0,8,126.5,9,2,12,2,0,7,0
57,3,1,1,2,51381.5,721,4640,52,375,42,48,94,66,96,4,10,4,7,0,3,0
57,2,1,1,1,38361,137,4417,74,39,0,56,20,8,14,3,1,3,3,0,7,1
45,4,0,1,1,51381.5,47,4627,82,23,0,15,0,2,7,3,0,3,2,0,6,1
44,4,1,0,0,70038,1244,4480,54,587,54,348,71,54,126.5,4,4,8,1,0,2,2
48,2,1,1,2,42554,41,4766,93,29,1,11,0,0,0,2,0,3,2,0,4,1
52,2,1,1,1,67445,1174,4919,63,757,80,217,29,80,11,9,6,12,5,0,6,0
75,2,0,1,1,67046,993,4772,92,544,35,133,23,81,107,4,5,4,2,0,2,0
78,2,1,0,0,42192,100,4529,40,40,15,15,17,6,7,2,1,3,1,0,4,1
74,4,1,1,1,77610,1680,4841,70,1225,33,332,21,33,16,4,7,4,2,0,7,0
42,2,1,1,1,31761,98,4318,96,19,1,20,16,14,28,3,0,4,2,0,5,1
47,2,1,1,1,34350,48,4486,81,16,3,15,2,1,11,1,0,3,1,0,7,1
77,2,1,1,1,54591,519,4561,63,376,4,94,12,9,24,6,2,8,3,0,5,0
70,2,1,1,1,71866,715,4419,85,184,81,178,103,39,33,6,3,10,1,0,3,2
57,2,1,1,1,25293,37,4520,51,15,0,11,0,2,9,1,1,2,1,0,8,1
